record_id,creation_date,theft_start_date,theft_start_hour,theft_end_date,theft_end_hour,lor_area_code,sub_district_name,sub_district_lat,sub_district_long,value_euro,theft_attempt,bike_type,theft_category,detection_reason
22777,16/03/2022,15/03/2022,14,16/03/2022,12,9100304,Treptow-Köpenick,52.4178930,13.6001848,529,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22778,16/03/2022,13/03/2022,20,14/03/2022,10,3601142,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,1601,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22779,17/03/2022,16/03/2022,19,17/03/2022,7,1200522,Moabit,52.5216560,13.4141550,1385,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22780,17/03/2022,16/03/2022,19,16/03/2022,22,6300629,Zehlendorf Süd/Lichterfelde West,52.4343217,13.2589298,796,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22781,17/03/2022,16/03/2022,8,16/03/2022,19,1100312,Zentrum,52.5301017,13.3425422,250,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22782,17/03/2022,16/03/2022,9,16/03/2022,23,12400721,Grüner Norden,52.6333330,13.3000000,1760,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22783,17/03/2022,17/03/2022,7,17/03/2022,16,6400737,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,949,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22784,17/03/2022,15/03/2022,17,15/03/2022,22,6100205,Steglitz,52.4572569,13.3222865,1199,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22785,17/03/2022,17/03/2022,19,17/03/2022,20,5100312,Spandau Mitte / Nord,52.5357880,13.1977924,497,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22786,17/03/2022,17/03/2022,20,17/03/2022,20,1300834,Gesund­­brunnen,52.5509201,13.3848460,59,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22787,17/03/2022,16/03/2022,10,16/03/2022,19,2100102,Kreuzberg Nord,52.5049589,13.3905699,1000,NO,RACING BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22788,17/03/2022,16/03/2022,20,17/03/2022,8,8100103,Neukölln,52.4811497,13.4353501,925,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22789,17/03/2022,15/03/2022,10,16/03/2022,8,1400938,Wedding,52.5501230,13.3419700,400,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22790,17/03/2022,16/03/2022,18,17/03/2022,10,4300517,Charlottenburg Zentrum,52.5157470,13.3096834,400,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22791,17/03/2022,17/03/2022,13,17/03/2022,13,12200515,Tegel,52.5873891,13.2790461,580,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22792,17/03/2022,16/03/2022,21,17/03/2022,7,9100101,Treptow-Köpenick,52.4178930,13.6001848,650,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22793,17/03/2022,17/03/2022,11,17/03/2022,12,6100101,Steglitz,52.4572569,13.3222865,1100,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22794,17/03/2022,13/03/2022,19,16/03/2022,13,2400623,Friedrichshain West,52.5122154,13.4502904,485,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22795,17/03/2022,14/03/2022,16,17/03/2022,6,1400938,Wedding,52.5501230,13.3419700,699,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22796,17/03/2022,14/03/2022,9,14/03/2022,16,3601245,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,1199,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22797,17/03/2022,16/03/2022,13,17/03/2022,8,2400521,Friedrichshain West,52.5122154,13.4502904,500,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22798,17/03/2022,16/03/2022,18,17/03/2022,11,8100103,Neukölln,52.4811497,13.4353501,250,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22799,17/03/2022,17/03/2022,0,17/03/2022,7,1200522,Moabit,52.5216560,13.4141550,2100,NO,OTHER BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22800,17/03/2022,17/03/2022,6,17/03/2022,16,2400520,Friedrichshain West,52.5122154,13.4502904,2500,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22801,17/03/2022,13/03/2022,21,14/03/2022,13,2500833,Friedrichshain Ost,52.5122154,13.4502904,305,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22802,17/03/2022,12/03/2022,10,14/03/2022,7,4300414,Charlottenburg Zentrum,52.5157470,13.3096834,1205,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22803,17/03/2022,15/03/2022,10,15/03/2022,14,8100312,Neukölln,52.4811497,13.4353501,584,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22804,17/03/2022,15/03/2022,6,17/03/2022,16,9200510,Treptow-Köpenick,52.4178930,13.6001848,853,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22805,17/03/2022,16/03/2022,22,17/03/2022,16,6400840,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,300,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22806,17/03/2022,14/03/2022,15,14/03/2022,23,4300416,Charlottenburg Zentrum,52.5157470,13.3096834,619,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22807,17/03/2022,11/11/2021,17,12/11/2021,8,2200209,Kreuzberg Süd,52.5049589,13.3905699,708,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22808,17/03/2022,15/03/2022,8,15/03/2022,19,11501341,Lichtenberg Süd,52.5321606,13.5118927,200,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22809,17/03/2022,16/03/2022,12,17/03/2022,8,2200207,Kreuzberg Süd,52.5049589,13.3905699,249,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22810,17/03/2022,28/02/2022,11,28/02/2022,11,4300414,Charlottenburg Zentrum,52.5157470,13.3096834,1000,NO,OTHER BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22811,17/03/2022,02/03/2022,8,02/03/2022,17,3400723,Südliches Pankow,52.5979174,13.4353160,295,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22812,17/03/2022,16/03/2022,18,17/03/2022,5,3500935,Südliches Weißensee,52.5546193,13.4630018,700,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22813,17/03/2022,16/03/2022,18,16/03/2022,23,9200613,Treptow-Köpenick,52.4178930,13.6001848,748,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22814,17/03/2022,17/03/2022,7,17/03/2022,17,7100101,Schöneberg Nord,52.4821570,13.3551901,3065,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22815,17/03/2022,17/03/2022,15,17/03/2022,16,9100101,Treptow-Köpenick,52.4178930,13.6001848,1086,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22816,17/03/2022,11/03/2022,17,12/03/2022,13,1100311,Zentrum,52.5301017,13.3425422,620,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22817,17/03/2022,14/03/2022,15,16/03/2022,22,9200613,Treptow-Köpenick,52.4178930,13.6001848,2800,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22818,17/03/2022,12/03/2022,14,12/03/2022,15,2200212,Kreuzberg Süd,52.5049589,13.3905699,700,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22819,17/03/2022,16/03/2022,8,16/03/2022,11,10200524,Hellersdorf,52.5386124,13.6044407,100,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22820,17/03/2022,16/03/2022,16,16/03/2022,20,1200629,Moabit,52.5216560,13.4141550,2599,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22821,17/03/2022,16/03/2022,21,16/03/2022,21,1200522,Moabit,52.5216560,13.4141550,750,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22822,17/03/2022,16/03/2022,21,17/03/2022,8,3400827,Südliches Pankow,52.5979174,13.4353160,1223,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22823,17/03/2022,16/03/2022,22,17/03/2022,9,4300416,Charlottenburg Zentrum,52.5157470,13.3096834,800,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22824,17/03/2022,14/03/2022,19,16/03/2022,8,8100418,Neukölln,52.4811497,13.4353501,1249,NO,OTHER BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22825,17/03/2022,17/03/2022,9,17/03/2022,17,7200414,Schöneberg Süd,52.4821570,13.3551901,649,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22826,17/03/2022,17/03/2022,8,17/03/2022,11,3601244,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,950,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22827,17/03/2022,16/03/2022,12,16/03/2022,19,9501940,Treptow-Köpenick,52.4178930,13.6001848,599,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22828,17/03/2022,16/03/2022,21,17/03/2022,15,3400723,Südliches Pankow,52.5979174,13.4353160,1500,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22829,17/03/2022,17/03/2022,12,17/03/2022,14,8100311,Neukölln,52.4811497,13.4353501,499,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22830,17/03/2022,17/03/2022,16,17/03/2022,17,2500727,Friedrichshain Ost,52.5122154,13.4502904,2313,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22831,17/03/2022,16/03/2022,23,17/03/2022,16,8100313,Neukölln,52.4811497,13.4353501,1333,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22832,17/03/2022,17/03/2022,12,17/03/2022,16,6100101,Steglitz,52.4572569,13.3222865,2984,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22833,17/03/2022,17/03/2022,12,17/03/2022,17,6300633,Zehlendorf Süd/Lichterfelde West,52.4343217,13.2589298,400,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22834,17/03/2022,17/03/2022,19,17/03/2022,19,3200206,Nördliches Pankow,52.5979174,13.4353160,779,NO,MEN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
22835,17/03/2022,14/03/2022,19,16/03/2022,7,3601244,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,800,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22836,17/03/2022,15/03/2022,9,15/03/2022,14,6100103,Steglitz,52.4572569,13.3222865,909,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22837,17/03/2022,15/03/2022,19,15/03/2022,20,12200413,Tegel,52.5873891,13.2790461,300,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22838,17/03/2022,15/03/2022,11,16/03/2022,15,3701657,Südlicher Prenzlauer Berg,52.5398466,13.4285652,588,NO,MEN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
22839,18/03/2022,18/03/2022,5,18/03/2022,5,4501153,Wilmersdorf Zentrum,52.4871152,13.3203298,500,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22840,18/03/2022,15/03/2022,8,15/03/2022,17,1100102,Zentrum,52.5301017,13.3425422,500,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22841,18/03/2022,17/03/2022,14,17/03/2022,20,9301126,Treptow-Köpenick,52.4178930,13.6001848,587,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22842,18/03/2022,18/03/2022,13,18/03/2022,13,3200207,Nördliches Pankow,52.5979174,13.4353160,2799,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22843,18/03/2022,18/03/2022,17,18/03/2022,19,4400729,Wilmersdorf Süd,52.4871152,13.3203298,1337,NO,RACING BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22844,18/03/2022,16/03/2022,10,16/03/2022,18,6300631,Zehlendorf Süd/Lichterfelde West,52.4343217,13.2589298,350,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22845,18/03/2022,11/03/2022,7,12/03/2022,14,9100101,Treptow-Köpenick,52.4178930,13.6001848,425,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22846,18/03/2022,17/03/2022,21,18/03/2022,9,3400826,Südliches Pankow,52.5979174,13.4353160,450,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22847,18/03/2022,17/03/2022,13,17/03/2022,20,7100103,Schöneberg Nord,52.4821570,13.3551901,599,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22848,18/03/2022,17/03/2022,0,17/03/2022,10,3601348,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,1000,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22849,18/03/2022,18/03/2022,15,18/03/2022,16,2100104,Kreuzberg Nord,52.5049589,13.3905699,759,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22850,18/03/2022,17/03/2022,22,18/03/2022,6,5100211,Spandau Mitte / Nord,52.5357880,13.1977924,500,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22851,18/03/2022,17/03/2022,22,18/03/2022,7,4200207,Charlottenburg West,52.5157470,13.3096834,2990,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22852,18/03/2022,18/03/2022,9,18/03/2022,12,8100206,Neukölln,52.4811497,13.4353501,5900,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22853,18/03/2022,18/03/2022,19,18/03/2022,19,1200517,Moabit,52.5216560,13.4141550,1500,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22854,18/03/2022,17/03/2022,7,17/03/2022,15,11501238,Lichtenberg Süd,52.5321606,13.5118927,486,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22855,18/03/2022,17/03/2022,10,17/03/2022,19,12500927,Wittenau/Borsigwalde,52.5912366,13.3233195,626,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22856,18/03/2022,18/03/2022,12,18/03/2022,12,1200520,Moabit,52.5216560,13.4141550,448,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22857,18/03/2022,15/03/2022,18,16/03/2022,7,8100311,Neukölln,52.4811497,13.4353501,999,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22858,18/03/2022,16/03/2022,13,16/03/2022,15,9501939,Treptow-Köpenick,52.4178930,13.6001848,3699,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22859,18/03/2022,18/03/2022,12,18/03/2022,17,2200213,Kreuzberg Süd,52.5049589,13.3905699,755,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22860,18/03/2022,17/03/2022,19,18/03/2022,18,4300620,Charlottenburg Zentrum,52.5157470,13.3096834,1400,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22861,18/03/2022,18/03/2022,16,18/03/2022,23,6300526,Zehlendorf Süd/Lichterfelde West,52.4343217,13.2589298,250,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22862,18/03/2022,17/03/2022,14,18/03/2022,7,8100314,Neukölln,52.4811497,13.4353501,250,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22863,18/03/2022,17/03/2022,16,18/03/2022,7,9100203,Treptow-Köpenick,52.4178930,13.6001848,199,NO,MEN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
22864,18/03/2022,17/03/2022,18,18/03/2022,0,9200613,Treptow-Köpenick,52.4178930,13.6001848,200,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22865,18/03/2022,17/03/2022,12,18/03/2022,14,7100103,Schöneberg Nord,52.4821570,13.3551901,700,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22866,18/03/2022,27/12/2021,6,27/12/2021,13,6300528,Zehlendorf Süd/Lichterfelde West,52.4343217,13.2589298,598,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22867,18/03/2022,18/03/2022,9,18/03/2022,12,6400737,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,200,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22868,18/03/2022,17/03/2022,18,17/03/2022,22,7400720,Tempelhof,52.4632921,13.3864477,1000,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22869,18/03/2022,16/03/2022,8,16/03/2022,14,6400737,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,1248,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22870,18/03/2022,17/03/2022,18,18/03/2022,0,9200613,Treptow-Köpenick,52.4178930,13.6001848,300,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22871,18/03/2022,17/03/2022,12,18/03/2022,10,5100206,Spandau Mitte / Nord,52.5357880,13.1977924,931,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22872,18/03/2022,17/03/2022,16,18/03/2022,0,9501736,Treptow-Köpenick,52.4178930,13.6001848,499,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22873,18/03/2022,18/03/2022,21,18/03/2022,23,3701554,Südlicher Prenzlauer Berg,52.5398466,13.4285652,600,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22874,18/03/2022,15/03/2022,20,16/03/2022,7,7601443,Marienfelde / Lichtenrade,52.3934559,13.4020397,485,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22875,18/03/2022,10/03/2022,19,11/03/2022,7,1100104,Zentrum,52.5301017,13.3425422,750,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22876,18/03/2022,17/03/2022,12,17/03/2022,16,8100104,Neukölln,52.4811497,13.4353501,979,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22877,18/03/2022,16/03/2022,17,18/03/2022,10,7200410,Schöneberg Süd,52.4821570,13.3551901,662,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22878,18/03/2022,17/03/2022,11,18/03/2022,8,3601346,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,2464,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22879,18/03/2022,17/03/2022,21,18/03/2022,7,9100409,Treptow-Köpenick,52.4178930,13.6001848,450,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22880,18/03/2022,18/03/2022,6,18/03/2022,14,9200716,Treptow-Köpenick,52.4178930,13.6001848,988,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22881,18/03/2022,17/03/2022,22,18/03/2022,7,4200207,Charlottenburg West,52.5157470,13.3096834,2327,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22882,18/03/2022,18/03/2022,7,18/03/2022,15,9501940,Treptow-Köpenick,52.4178930,13.6001848,550,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22883,18/03/2022,18/03/2022,11,18/03/2022,11,6100207,Steglitz,52.4572569,13.3222865,0,NO,BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
22884,18/03/2022,18/03/2022,7,18/03/2022,13,2400521,Friedrichshain West,52.5122154,13.4502904,398,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22885,18/03/2022,18/03/2022,8,18/03/2022,14,6200421,Lankwitz,52.4336977,13.3454858,1100,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22886,18/03/2022,18/03/2022,7,18/03/2022,15,7400927,Tempelhof,52.4632921,13.3864477,955,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22887,18/03/2022,17/03/2022,15,17/03/2022,17,9200818,Treptow-Köpenick,52.4178930,13.6001848,549,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22888,18/03/2022,17/03/2022,12,18/03/2022,8,8100208,Neukölln,52.4811497,13.4353501,1059,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22889,18/03/2022,17/03/2022,16,18/03/2022,9,8100104,Neukölln,52.4811497,13.4353501,1600,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22890,18/03/2022,17/03/2022,2,17/03/2022,2,6400841,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,200,NO,LADIES BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
22891,18/03/2022,17/03/2022,19,17/03/2022,21,3701555,Südlicher Prenzlauer Berg,52.5398466,13.4285652,830,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22892,18/03/2022,16/03/2022,17,16/03/2022,20,8200726,Britz/Buckow,52.4186619,13.4289504,453,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22893,18/03/2022,18/03/2022,7,18/03/2022,7,2200210,Kreuzberg Süd,52.5049589,13.3905699,279,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22894,18/03/2022,15/03/2022,10,18/03/2022,9,10200420,Hellersdorf,52.5386124,13.6044407,400,NO,MEN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
22895,18/03/2022,17/03/2022,10,17/03/2022,19,4501042,Wilmersdorf Zentrum,52.4871152,13.3203298,4160,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22896,18/03/2022,18/03/2022,8,18/03/2022,14,4300624,Charlottenburg Zentrum,52.5157470,13.3096834,600,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22897,18/03/2022,16/03/2022,17,18/03/2022,15,3400827,Südliches Pankow,52.5979174,13.4353160,528,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22898,18/03/2022,17/03/2022,20,18/03/2022,14,4300412,Charlottenburg Zentrum,52.5157470,13.3096834,1479,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22899,18/03/2022,18/03/2022,14,18/03/2022,15,3500933,Südliches Weißensee,52.5546193,13.4630018,640,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22900,18/03/2022,17/03/2022,10,17/03/2022,16,2300314,Kreuzberg Ost,52.5049589,13.3905699,648,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22901,18/03/2022,18/03/2022,15,18/03/2022,17,2100104,Kreuzberg Nord,52.5049589,13.3905699,1155,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22902,18/03/2022,17/03/2022,14,17/03/2022,20,6400842,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,340,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22903,19/03/2022,17/03/2022,19,19/03/2022,7,1200522,Moabit,52.5216560,13.4141550,499,NO,MOUNTAIN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
22904,19/03/2022,19/03/2022,0,19/03/2022,6,4501041,Wilmersdorf Zentrum,52.4871152,13.3203298,699,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22905,19/03/2022,18/03/2022,20,19/03/2022,10,7400720,Tempelhof,52.4632921,13.3864477,1485,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22906,19/03/2022,17/03/2022,19,19/03/2022,9,3400828,Südliches Pankow,52.5979174,13.4353160,700,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22907,19/03/2022,19/03/2022,7,19/03/2022,16,9200511,Treptow-Köpenick,52.4178930,13.6001848,190,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22908,19/03/2022,19/03/2022,9,19/03/2022,9,3200205,Nördliches Pankow,52.5979174,13.4353160,4100,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22909,19/03/2022,19/03/2022,8,19/03/2022,9,10200524,Hellersdorf,52.5386124,13.6044407,2950,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22910,19/03/2022,19/03/2022,1,19/03/2022,11,1200626,Moabit,52.5216560,13.4141550,827,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22911,19/03/2022,17/03/2022,20,19/03/2022,14,4300621,Charlottenburg Zentrum,52.5157470,13.3096834,200,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22912,19/03/2022,18/03/2022,8,18/03/2022,21,2500729,Friedrichshain Ost,52.5122154,13.4502904,1382,NO,LADIES BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
22913,19/03/2022,13/03/2022,18,13/03/2022,19,8100311,Neukölln,52.4811497,13.4353501,750,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22914,19/03/2022,18/03/2022,18,19/03/2022,9,1401046,Wedding,52.5501230,13.3419700,626,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22915,19/03/2022,17/03/2022,14,19/03/2022,13,12400617,Grüner Norden,52.6333330,13.3000000,1999,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22916,19/03/2022,17/03/2022,7,17/03/2022,20,7200409,Schöneberg Süd,52.4821570,13.3551901,785,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22917,19/03/2022,13/03/2022,12,14/03/2022,8,2500831,Friedrichshain Ost,52.5122154,13.4502904,352,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22918,19/03/2022,17/03/2022,16,17/03/2022,19,12200515,Tegel,52.5873891,13.2790461,850,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22919,19/03/2022,13/03/2022,17,13/03/2022,18,4300413,Charlottenburg Zentrum,52.5157470,13.3096834,250,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
22920,19/03/2022,18/03/2022,9,18/03/2022,16,2400521,Friedrichshain West,52.5122154,13.4502904,399,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
