record_id,creation_date,theft_start_date,theft_start_hour,theft_end_date,theft_end_hour,lor_area_code,sub_district_name,sub_district_lat,sub_district_long,value_euro,theft_attempt,bike_type,theft_category,detection_reason
1860,06/03/2021,05/03/2021,19,06/03/2021,10,12400617,Grüner Norden,52.6333330,13.3000000,50,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1861,06/03/2021,06/03/2021,0,06/03/2021,20,4501040,Wilmersdorf Zentrum,52.4871152,13.3203298,1100,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1862,06/03/2021,05/03/2021,15,06/03/2021,7,3500933,Südliches Weißensee,52.5546193,13.4630018,2074,NO,MEN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
1863,06/03/2021,05/03/2021,13,06/03/2021,8,7200409,Schöneberg Süd,52.4821570,13.3551901,419,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1864,06/03/2021,03/03/2021,14,05/03/2021,15,11400929,Lichtenberg Mitte,52.5321606,13.5118927,347,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1865,06/03/2021,04/03/2021,18,05/03/2021,10,8100208,Neukölln,52.4811497,13.4353501,460,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1866,06/03/2021,26/02/2021,18,28/02/2021,12,1200522,Moabit,52.5216560,13.4141550,400,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1867,06/03/2021,05/03/2021,18,06/03/2021,0,11100307,Hohenschönhausen Nord,52.5494183,13.5021930,598,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1868,06/03/2021,06/03/2021,12,06/03/2021,12,12400721,Grüner Norden,52.6333330,13.3000000,744,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1869,06/03/2021,05/03/2021,2,06/03/2021,11,8401244,Buckow Nord/Rudow,52.4146801,13.4986183,600,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1870,06/03/2021,05/03/2021,14,06/03/2021,10,8100310,Neukölln,52.4811497,13.4353501,1022,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1871,06/03/2021,06/03/2021,9,06/03/2021,10,1100312,Zentrum,52.5301017,13.3425422,910,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1872,06/03/2021,06/03/2021,22,06/03/2021,22,2200211,Kreuzberg Süd,52.5049589,13.3905699,1,NO,CHILDREN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
1873,06/03/2021,04/03/2021,14,06/03/2021,19,11300725,Lichtenberg Nord,52.5321606,13.5118927,1500,NO,MEN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
1874,06/03/2021,06/03/2021,13,06/03/2021,19,4300414,Charlottenburg Zentrum,52.5157470,13.3096834,669,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1875,06/03/2021,05/03/2021,17,06/03/2021,12,9200819,Treptow-Köpenick,52.4178930,13.6001848,1200,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1876,07/03/2021,05/03/2021,16,05/03/2021,22,4300414,Charlottenburg Zentrum,52.5157470,13.3096834,507,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1877,07/03/2021,27/02/2021,15,27/02/2021,16,7200413,Schöneberg Süd,52.4821570,13.3551901,900,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1878,07/03/2021,05/03/2021,13,06/03/2021,15,7200413,Schöneberg Süd,52.4821570,13.3551901,800,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1879,07/03/2021,06/03/2021,17,07/03/2021,15,2400624,Friedrichshain West,52.5122154,13.4502904,650,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1880,07/03/2021,06/03/2021,17,07/03/2021,7,6400736,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,526,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1881,07/03/2021,05/03/2021,19,07/03/2021,8,7100204,Schöneberg Nord,52.4821570,13.3551901,1999,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1882,07/03/2021,05/03/2021,19,06/03/2021,12,3701554,Südlicher Prenzlauer Berg,52.5398466,13.4285652,2000,NO,OTHER BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1883,07/03/2021,05/03/2021,19,06/03/2021,12,3701554,Südlicher Prenzlauer Berg,52.5398466,13.4285652,2000,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1884,07/03/2021,27/02/2021,22,28/02/2021,19,4400830,Wilmersdorf Süd,52.4871152,13.3203298,428,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1885,07/03/2021,06/03/2021,21,07/03/2021,14,1300732,Gesund­­brunnen,52.5509201,13.3848460,550,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1886,07/03/2021,04/03/2021,17,05/03/2021,6,1100312,Zentrum,52.5301017,13.3425422,200,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1887,07/03/2021,05/03/2021,14,05/03/2021,16,12500927,Wittenau/Borsigwalde,52.5912366,13.3233195,899,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1888,07/03/2021,07/03/2021,13,07/03/2021,14,12400720,Grüner Norden,52.6333330,13.3000000,500,NO,MOUNTAIN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
1889,07/03/2021,04/03/2021,18,06/03/2021,18,11400929,Lichtenberg Mitte,52.5321606,13.5118927,825,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1890,07/03/2021,04/03/2021,16,05/03/2021,8,3601142,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,800,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1891,07/03/2021,06/03/2021,6,07/03/2021,10,9301126,Treptow-Köpenick,52.4178930,13.6001848,300,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1892,07/03/2021,05/03/2021,19,06/03/2021,12,3701554,Südlicher Prenzlauer Berg,52.5398466,13.4285652,350,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1893,07/03/2021,03/03/2021,20,04/03/2021,7,11300619,Lichtenberg Nord,52.5321606,13.5118927,910,NO,OTHER BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1894,07/03/2021,06/03/2021,10,06/03/2021,10,2500832,Friedrichshain Ost,52.5122154,13.4502904,594,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1895,07/03/2021,05/03/2021,8,05/03/2021,16,1100102,Zentrum,52.5301017,13.3425422,4999,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1896,07/03/2021,05/03/2021,13,06/03/2021,11,2500836,Friedrichshain Ost,52.5122154,13.4502904,1170,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1897,07/03/2021,06/03/2021,21,07/03/2021,12,3500936,Südliches Weißensee,52.5546193,13.4630018,1300,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1898,07/03/2021,05/03/2021,16,07/03/2021,20,10400835,Kaulsdorf/Mahlsdorf,52.5086995,13.6131624,1187,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1899,07/03/2021,07/03/2021,4,07/03/2021,10,1100308,Zentrum,52.5301017,13.3425422,1123,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1900,07/03/2021,06/03/2021,21,07/03/2021,10,3500936,Südliches Weißensee,52.5546193,13.4630018,1050,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1901,07/03/2021,06/03/2021,13,07/03/2021,14,8100310,Neukölln,52.4811497,13.4353501,460,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1902,07/03/2021,05/03/2021,20,07/03/2021,16,9200717,Treptow-Köpenick,52.4178930,13.6001848,1064,NO,LADIES BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
1903,08/03/2021,08/03/2021,0,08/03/2021,0,3300411,Nördliches Weißensee,52.5546193,13.4630018,500,NO,OTHER BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
1904,08/03/2021,08/03/2021,8,08/03/2021,8,4200309,Charlottenburg West,52.5157470,13.3096834,5199,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1905,08/03/2021,05/03/2021,18,07/03/2021,16,4300414,Charlottenburg Zentrum,52.5157470,13.3096834,800,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1906,08/03/2021,07/03/2021,22,08/03/2021,5,1200625,Moabit,52.5216560,13.4141550,1299,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1907,08/03/2021,06/03/2021,15,06/03/2021,18,11401137,Lichtenberg Mitte,52.5321606,13.5118927,450,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1908,08/03/2021,05/03/2021,14,08/03/2021,8,2400522,Friedrichshain West,52.5122154,13.4502904,699,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1909,08/03/2021,06/03/2021,12,08/03/2021,6,11400930,Lichtenberg Mitte,52.5321606,13.5118927,200,NO,BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
1910,08/03/2021,05/03/2021,19,07/03/2021,16,9100101,Treptow-Köpenick,52.4178930,13.6001848,214,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1911,08/03/2021,05/03/2021,18,08/03/2021,16,3601346,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,1750,NO,MEN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
1912,08/03/2021,08/03/2021,18,08/03/2021,18,2100101,Kreuzberg Nord,52.5049589,13.3905699,1500,NO,BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
1913,08/03/2021,05/03/2021,13,07/03/2021,15,2500727,Friedrichshain Ost,52.5122154,13.4502904,900,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1914,08/03/2021,08/03/2021,13,08/03/2021,21,1100308,Zentrum,52.5301017,13.3425422,4000,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1915,08/03/2021,05/03/2021,15,06/03/2021,9,2300419,Kreuzberg Ost,52.5049589,13.3905699,5635,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1916,08/03/2021,07/03/2021,17,08/03/2021,15,1200623,Moabit,52.5216560,13.4141550,1029,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1917,08/03/2021,19/02/2021,6,20/02/2021,11,9401635,Treptow-Köpenick,52.4178930,13.6001848,400,NO,BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
1918,08/03/2021,26/02/2021,18,01/03/2021,17,8100206,Neukölln,52.4811497,13.4353501,700,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1919,08/03/2021,06/03/2021,19,08/03/2021,19,9100101,Treptow-Köpenick,52.4178930,13.6001848,3511,NO,OTHER BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
1920,08/03/2021,08/03/2021,12,08/03/2021,13,11501238,Lichtenberg Süd,52.5321606,13.5118927,500,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1921,08/03/2021,07/03/2021,17,08/03/2021,13,7300517,Friedenau,52.4720750,13.3296424,847,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1922,08/03/2021,05/03/2021,17,05/03/2021,19,6400844,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,275,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1923,08/03/2021,08/03/2021,15,08/03/2021,16,8100310,Neukölln,52.4811497,13.4353501,337,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1924,08/03/2021,08/03/2021,16,08/03/2021,16,12400723,Grüner Norden,52.6333330,13.3000000,1000,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1925,08/03/2021,08/03/2021,12,08/03/2021,21,1100310,Zentrum,52.5301017,13.3425422,1000,NO,OTHER BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1926,08/03/2021,07/03/2021,12,07/03/2021,22,4300416,Charlottenburg Zentrum,52.5157470,13.3096834,1450,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1927,08/03/2021,07/03/2021,18,08/03/2021,2,7400822,Tempelhof,52.4632921,13.3864477,240,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1928,08/03/2021,07/03/2021,19,08/03/2021,9,8100311,Neukölln,52.4811497,13.4353501,599,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1929,08/03/2021,08/03/2021,12,08/03/2021,12,8100415,Neukölln,52.4811497,13.4353501,1,NO,MEN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
1930,08/03/2021,06/03/2021,13,08/03/2021,15,3400721,Südliches Pankow,52.5979174,13.4353160,650,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1931,08/03/2021,06/03/2021,10,08/03/2021,15,1100415,Zentrum,52.5301017,13.3425422,799,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1932,08/03/2021,06/03/2021,18,08/03/2021,8,7100102,Schöneberg Nord,52.4821570,13.3551901,8027,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1933,08/03/2021,07/03/2021,20,08/03/2021,18,5100210,Spandau Mitte / Nord,52.5357880,13.1977924,322,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1934,08/03/2021,06/03/2021,17,07/03/2021,11,4501045,Wilmersdorf Zentrum,52.4871152,13.3203298,420,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1935,08/03/2021,25/02/2021,18,25/02/2021,21,1100313,Zentrum,52.5301017,13.3425422,900,NO,MEN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
1936,08/03/2021,06/03/2021,20,07/03/2021,7,11401135,Lichtenberg Mitte,52.5321606,13.5118927,398,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1937,08/03/2021,08/03/2021,13,08/03/2021,13,8401246,Buckow Nord/Rudow,52.4146801,13.4986183,398,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1938,08/03/2021,08/03/2021,12,08/03/2021,14,11501341,Lichtenberg Süd,52.5321606,13.5118927,1050,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1939,08/03/2021,08/03/2021,15,08/03/2021,16,8301037,Gropiusstadt,52.4249493,13.4661830,300,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1940,08/03/2021,08/03/2021,14,08/03/2021,18,1200629,Moabit,52.5216560,13.4141550,900,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1941,08/03/2021,07/03/2021,12,07/03/2021,21,1300733,Gesund­­brunnen,52.5509201,13.3848460,870,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1942,08/03/2021,26/02/2021,8,26/02/2021,16,1100101,Zentrum,52.5301017,13.3425422,1000,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1943,08/03/2021,05/03/2021,20,08/03/2021,12,8401243,Buckow Nord/Rudow,52.4146801,13.4986183,399,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1944,08/03/2021,07/03/2021,18,08/03/2021,15,1300834,Gesund­­brunnen,52.5509201,13.3848460,180,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1945,08/03/2021,08/03/2021,19,08/03/2021,21,7300517,Friedenau,52.4720750,13.3296424,312,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1946,09/03/2021,06/03/2021,11,09/03/2021,8,4500936,Wilmersdorf Zentrum,52.4871152,13.3203298,1200,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1947,09/03/2021,07/03/2021,13,09/03/2021,6,9200717,Treptow-Köpenick,52.4178930,13.6001848,2100,NO,MEN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
1948,09/03/2021,08/03/2021,11,08/03/2021,18,3400826,Südliches Pankow,52.5979174,13.4353160,450,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1949,09/03/2021,09/03/2021,12,09/03/2021,12,6200423,Lankwitz,52.4336977,13.3454858,2800,NO,BIKE,BIKES THEFT,SIMPLE THEFT FROM BASEMENT/FLOOR OF BIKES
1950,09/03/2021,05/03/2021,12,05/03/2021,14,9501939,Treptow-Köpenick,52.4178930,13.6001848,625,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1951,09/03/2021,09/03/2021,6,09/03/2021,16,6300630,Zehlendorf Süd/Lichterfelde West,52.4343217,13.2589298,799,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1952,09/03/2021,07/03/2021,21,09/03/2021,11,11100308,Hohenschönhausen Nord,52.5494183,13.5021930,600,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1953,09/03/2021,05/03/2021,14,05/03/2021,17,6400736,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,663,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1954,09/03/2021,09/03/2021,8,09/03/2021,15,3400723,Südliches Pankow,52.5979174,13.4353160,375,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1955,09/03/2021,09/03/2021,19,09/03/2021,21,2500831,Friedrichshain Ost,52.5122154,13.4502904,749,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1956,09/03/2021,08/03/2021,16,09/03/2021,10,4300624,Charlottenburg Zentrum,52.5157470,13.3096834,1050,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1957,09/03/2021,06/03/2021,21,08/03/2021,22,3601451,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,999,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1958,09/03/2021,07/03/2021,16,09/03/2021,16,9200717,Treptow-Köpenick,52.4178930,13.6001848,699,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1959,09/03/2021,09/03/2021,16,09/03/2021,18,4300414,Charlottenburg Zentrum,52.5157470,13.3096834,401,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1960,09/03/2021,07/03/2021,19,09/03/2021,8,2200207,Kreuzberg Süd,52.5049589,13.3905699,829,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1961,09/03/2021,08/03/2021,14,08/03/2021,17,3400826,Südliches Pankow,52.5979174,13.4353160,730,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1962,09/03/2021,06/03/2021,18,09/03/2021,15,4300414,Charlottenburg Zentrum,52.5157470,13.3096834,20,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1963,09/03/2021,09/03/2021,17,09/03/2021,17,12500926,Wittenau/Borsigwalde,52.5912366,13.3233195,650,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1964,09/03/2021,09/03/2021,10,09/03/2021,17,4500936,Wilmersdorf Zentrum,52.4871152,13.3203298,700,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1965,09/03/2021,08/03/2021,17,09/03/2021,18,1100310,Zentrum,52.5301017,13.3425422,1300,NO,RACING BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1966,09/03/2021,07/03/2021,13,09/03/2021,6,9200717,Treptow-Köpenick,52.4178930,13.6001848,2049,NO,BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
1967,09/03/2021,07/03/2021,10,08/03/2021,17,10400836,Kaulsdorf/Mahlsdorf,52.5086995,13.6131624,1099,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1968,09/03/2021,07/03/2021,23,08/03/2021,6,11400929,Lichtenberg Mitte,52.5321606,13.5118927,700,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1969,09/03/2021,08/03/2021,15,08/03/2021,16,4501042,Wilmersdorf Zentrum,52.4871152,13.3203298,400,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1970,09/03/2021,09/03/2021,6,09/03/2021,11,10100205,Marzahn,52.5447922,13.5646048,1950,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1971,09/03/2021,09/03/2021,15,09/03/2021,16,4500936,Wilmersdorf Zentrum,52.4871152,13.3203298,549,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1972,09/03/2021,08/03/2021,14,09/03/2021,6,1401048,Wedding,52.5501230,13.3419700,530,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1973,09/03/2021,07/03/2021,14,08/03/2021,11,2200212,Kreuzberg Süd,52.5049589,13.3905699,250,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1974,09/03/2021,09/03/2021,15,09/03/2021,17,1100206,Zentrum,52.5301017,13.3425422,700,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1975,09/03/2021,04/03/2021,17,04/03/2021,18,3200205,Nördliches Pankow,52.5979174,13.4353160,1306,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1976,09/03/2021,05/03/2021,14,05/03/2021,14,2500727,Friedrichshain Ost,52.5122154,13.4502904,239,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1977,09/03/2021,08/03/2021,16,09/03/2021,16,8100206,Neukölln,52.4811497,13.4353501,2563,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1978,09/03/2021,05/03/2021,17,08/03/2021,12,3601142,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,349,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1979,09/03/2021,09/03/2021,14,09/03/2021,16,1300731,Gesund­­brunnen,52.5509201,13.3848460,200,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1980,09/03/2021,09/03/2021,19,09/03/2021,20,1200625,Moabit,52.5216560,13.4141550,1500,NO,RACING BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1981,09/03/2021,09/03/2021,8,09/03/2021,13,6200313,Lankwitz,52.4336977,13.3454858,550,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1982,09/03/2021,06/03/2021,23,09/03/2021,20,11300721,Lichtenberg Nord,52.5321606,13.5118927,400,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1983,09/03/2021,08/03/2021,10,08/03/2021,11,5300736,Haselhorst / Siemensstadt,52.5413233,13.2311560,350,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1984,09/03/2021,07/03/2021,10,09/03/2021,7,4300416,Charlottenburg Zentrum,52.5157470,13.3096834,876,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1985,09/03/2021,06/03/2021,15,06/03/2021,17,10100102,Marzahn,52.5447922,13.5646048,500,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1986,09/03/2021,09/03/2021,11,09/03/2021,11,8301036,Gropiusstadt,52.4249493,13.4661830,800,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1987,09/03/2021,08/03/2021,20,08/03/2021,22,3601244,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,674,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1988,09/03/2021,08/03/2021,13,09/03/2021,15,1200624,Moabit,52.5216560,13.4141550,600,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1989,09/03/2021,08/03/2021,17,09/03/2021,7,7200307,Schöneberg Süd,52.4821570,13.3551901,214,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1990,09/03/2021,09/03/2021,9,09/03/2021,17,6200422,Lankwitz,52.4336977,13.3454858,180,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1991,09/03/2021,25/02/2021,21,25/02/2021,21,7100102,Schöneberg Nord,52.4821570,13.3551901,1350,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1992,09/03/2021,07/03/2021,13,07/03/2021,16,1100103,Zentrum,52.5301017,13.3425422,1150,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1993,09/03/2021,07/03/2021,10,09/03/2021,7,4300416,Charlottenburg Zentrum,52.5157470,13.3096834,866,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1994,09/03/2021,08/03/2021,11,08/03/2021,16,3601245,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,690,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1995,09/03/2021,07/03/2021,17,09/03/2021,12,4501042,Wilmersdorf Zentrum,52.4871152,13.3203298,289,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1996,09/03/2021,09/03/2021,14,09/03/2021,15,3601244,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,1600,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1997,10/03/2021,10/03/2021,1,10/03/2021,1,3601244,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,100,NO,LADIES BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
1998,10/03/2021,09/03/2021,23,10/03/2021,9,8100415,Neukölln,52.4811497,13.4353501,400,NO,RACING BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
1999,10/03/2021,08/03/2021,16,08/03/2021,17,9501737,Treptow-Köpenick,52.4178930,13.6001848,499,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
2000,10/03/2021,08/03/2021,22,10/03/2021,9,1300733,Gesund­­brunnen,52.5509201,13.3848460,100,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
